date,8:00~9:00,9:00~10:00,10:00~11:00,11:00~12:00,12:00~13:00,13:00~14:00,14:00~15:00,15:00~16:00,16:00~17:00,17:00~18:00,18:00~19:00,19:00~20:00,20:00~21:00,21:00~22:00
2010/6/07(一),地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕
2010/6/08(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/6/09(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/6/10(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/6/11(五),有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,臺大盃籃球賽,臺大盃籃球賽,臺大盃籃球賽,臺大盃籃球賽
2010/6/12(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/6/13(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/6/14(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/6/15(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/6/16(三),端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節
2010/6/17(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/6/18(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/6/19(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/6/20(日),不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,不開放,不開放,不開放,不開放
2010/6/21(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/6/22(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/6/23(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/6/24(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/6/25(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/6/26(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/6/27(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2010/6/28(一),維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,有場,有場,有場,有場,有場
2010/6/29(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/6/30(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/7/01(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/7/02(五),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,有場,有場,有場,有場,有場
2010/7/03(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/7/04(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/05(一),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2010/7/06(二),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2010/7/07(三),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2010/7/08(四),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2010/7/09(五),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2010/7/10(六),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2010/7/11(日),國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽,國際手球邀請賽
2010/7/12(一),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/7/13(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/14(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/15(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/16(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/17(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/18(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/19(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/7/20(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/7/21(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/22(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/23(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/24(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/25(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/26(一),維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/27(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/28(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/29(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/30(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/7/31(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/8/01(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/8/02(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/8/03(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/8/04(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/8/05(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/8/06(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/8/07(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/8/08(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/8/09(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/8/10(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/8/11(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
